PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-14.500833436111702,-2.182179975220582,-1.999196936105431,2.306759678078231,0.39196869088810343,0.03107670850170718,0.4796112197392598,0.0983926467678697,0.31894809114325884,0.014845787795413769
-14.39506590169282,-2.283314244755465,-0.8644983302609581,0.993150265818239,-0.27483697689361003,-0.4041368014280927,-0.16247248258286737,0.0668952900758595,0.7595600124424966,-0.6824284334964008
-30.07382112977633,5.393228125726024,4.535532009314483,-1.272164308385858,-1.433668777728355,0.10564093772804826,0.398627562616242,-0.24740759360214762,0.20500277160928518,-0.23771843716479985
4.494610579579547,-1.8387315663160637,-2.4467935659225124,-1.5202857379574912,0.650311289020107,0.5274995754207382,-0.15125324697888226,-0.3955538776176398,0.15748631614655834,0.43775867200026597
12.836439888531947,1.2210928091471764,1.2355345391930967,-3.068902642687028,-0.6333066300575584,0.13895903303564314,0.05055690707593272,0.310579006815488,-0.09611121249074317,0.4513939692157954
-15.445102696912242,2.069720147077299,-2.3458785719820927,1.3353553651284469,0.08139897154891479,0.38704256154983346,0.26830900083203185,-0.21028902195190977,0.9531341337203192,-0.3054869686773189
-25.63865601399237,4.636171806777768,0.34891953189826164,-0.10187272079057043,-1.5736718176380637,0.2019303776974127,0.4571313519189961,0.498146982101357,-0.2398102808237218,-0.7968631250361072
18.59785000946303,2.8361814007813115,-1.461959763759334,6.048466290270842,0.41865811625251287,-0.44094532086985466,-0.10117559184324815,0.4692385721887231,-0.04845924959829206,-0.5251590951037756
-9.486535826086028,3.8233998196309287,-1.7350162036084622,-1.1043506449135365,1.0054700727769896,0.10244498661000566,-0.11700938472275814,-0.2318380286582128,0.4814021174637371,0.08191486791980022
-12.652472492527465,5.734289657110996,-1.0739514408707285,-0.9320508443263223,0.7625574514201967,0.36264961986142924,0.6856298325122019,0.5762203379720555,0.2767357785036331,0.12630620218285749
6.950353535359999,0.886165274772147,-0.6278746744192918,-0.9968235363590884,-0.26972526870217967,-0.13094163485929647,-0.19750372295453322,0.32832051477434504,-0.3142762504803939,-0.04007070434566621
3.685040246452359,-5.763464360407936,-0.6057134417297867,0.9431676596385106,-0.039141967194077434,-0.17884615483279132,-0.22649385518755125,0.3390877436240784,-0.055929598176163296,-0.4572090051429036
-12.687215644525557,2.1520804533293507,-2.3969050641963925,1.1672891407785577,-0.12559818972881243,-0.693618074129956,-0.2440212377446209,0.6480193742268628,-0.33689382036119025,-0.037736119049190754
